,,Author,Date,Rating,"Helpful count",Review,"Picture included",Language,"Language code","Reviewer Data","Profile Url","Review Url",Photos
82,,"Jeff Gerlach","2023-06-16 01:02:41",1,0,"Not getting a bun top is disappointing.
https://lh5.googleusercontent.com/p/AF1QipMwwZhsned1NQWJ7qBJwSD1a8MiccgGKP8XmYSu=w150-h150-k-no-p
https://lh5.googleusercontent.com/p/AF1QipMwwZhsned1NQWJ7qBJwSD1a8MiccgGKP8XmYSu=w150-h150-k-no-p",yes,,en,"4 reviews",https://www.google.com/maps/contrib/109264965139272124793?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4aC02U3hRRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDxh-6SxQE%7CCgsIsemupAYQgOjbYQ%7C?hl=en,https://lh5.googleusercontent.com/p/AF1QipMwwZhsned1NQWJ7qBJwSD1a8MiccgGKP8XmYSu=w150-h150-k-no-p
83,,"Jeff Guillaume","2023-06-18 00:00:28",3,0,"Repeated poor experiences at this location have soured me on Culver's generally, which is a shame. It used to be reliably good.",no,,en,"Local Guide · 33 reviews",https://www.google.com/maps/contrib/105751364351153455295?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4MzVYc0RnEAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDx35XsDg%7CCgwInJK5pAYQwOuluQM%7C?hl=en,
84,,"Marc Greunke","2023-06-27 02:24:19",4,0,"Donna is phenomenal! Always makes 4 generations of my family welcome on a Sunday lunch. When my great-nephew doesn't want to eat, she tells him ""one more bite"" and he always listens to her and gives her a hug when we leave. She also keeps me Dad in line with a quick wit. She keeps us coming back!",no,,en,"Local Guide · 13 reviews",https://www.google.com/maps/contrib/116016608250716057918?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQtNy1HeTNnRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgID-7-Gy3gE%7CCgwI05DppAYQ6MKRzAM%7C?hl=en,
85,,"Nadine Luther","2023-07-02 13:13:14",1,0,"I order 2 orders of the pretzels bits both were almost burnt we threw them out.  Need better help",no,,en,"1 review",https://www.google.com/maps/contrib/113723337049667508924?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKemZpVTV3RRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICJzfiU5wE%7CCgsI6u-FpQYQ0O-kEw%7C?hl=en,
86,,"Jodi Morrow","2023-07-09 22:19:47",1,0,"Rude rude rude. 5 drinks only 1/2 full. Not mixed. Took 25 minutes to get the order right. Manager sucked also.. not compensated for the money I spent and didn't recieve",no,,en,"2 reviews",https://www.google.com/maps/contrib/112131513484124514190?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKeUxQMzBRRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDJyLP30QE%7CCgwIg-WspQYQuPn2qQI%7C?hl=en,
87,,"Amy L","2023-07-11 17:17:16",1,0,"I placed a large office order in the drive through (6 people ordered) and only 1 meal was correct.  Our fish sandwich had none of the condiments other than tarter sauce, we had 2 orders of shrimp which I had ordered 4 cocktail sauces for and received zero, my value menu fries had to be given to a coworker because the extra order of fries never made it to the order ticket, and our double cheese burger with the works came as a double cheese on a bun and no condiments or toppings in sight.

I called the store to request to come pick up the cocktail sauces and toppings for the works burger and was told that they're super busy right now, could I come back in a couple hours... I repeated myself, explaining that I now had 2 coworkers now forced to eat dry shrimp and I've just had to cover the cost of the double cheese burger myself because it wasn't made as ordered.  The manager repeated that they're super busy and she could offer to remake the double cheese burger within the next couple days.  I asked if I could at least come pick up the cocktail sauce and was told again just how busy they were.  I UNDERSTAND HOW BUSY YOU WERE, I WAS JUST THERE TO PLACE AND PICK UP THE ORDER.  The manager offered the cocktail sauces at the time of the replacement cheese burger, but admitted it would be rather pointless at that time.

C'mon.... remaking a burger will upset the kitchen groove, I get it.  You're telling me you can't pull 4 cocktail sauces out and toss them in a bag so the guys have something to dip their shrimp in?  This is the simplest form of customer service, I place an order and you fill it.  I don't feel it's unreasonable to expect to be able to return to pick up a couple sauces so at least the $15 in shrimp will get eaten after being paid for.",no,,en,"4 reviews",https://www.google.com/maps/contrib/118311688577636326422?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKdElESktnEAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDJtIDJKg%7CCgwInJ22pQYQoMuM_wE%7C?hl=en,
88,,"Paul Mautz","2023-07-12 19:12:58",2,0,"The food is awesome,  the dining room is absolutely horrible, not a clean place inside, take your food and go.",no,,en,"7 reviews",https://www.google.com/maps/contrib/108397466516323618508?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKM015OWV3EAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDJ3My9ew%7CCgwIuva7pQYQ2MeK0wM%7C?hl=en,
89,,"NBA PaperChase Rose","2023-07-13 19:28:45",5,0,"Lisa and Faith as well as the team gave awesome friendly service . I really appreciate their hard work and appreciate them ! Thank you S.  Pennsylvania location",no,,en,"6 reviews",https://www.google.com/maps/contrib/100438765217665805872?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKNHBQVXBRRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDJ4pPUpQE%7CCgsI7aDBpQYQkNLaJw%7C?hl=en,
90,,"julie johnson","2023-07-20 22:54:11",1,0,"Didnt give us the 2 servings of cole slaw we asked for and paid for!",no,,en,"9 reviews",https://www.google.com/maps/contrib/113066800190411536111?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKNVpEdXh3RRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDJ5ZDuxwE%7CCgwIk_bmpQYQ4IWh1wM%7C?hl=en,
91,,heroangel20,"2023-07-24 21:03:43",4,0,"Food is good, prices are too high for what you get though... Decently friendly staff but they are not on that Chick-fil-A level.",no,,en,"9 American restaurant reviews",https://www.google.com/maps/contrib/112101244132210841588?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRZzlXUGhRRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICQg9WPhQE%7CCgwIr877pQYQsL7cpgI%7C?hl=en,
92,,"Jessica Kruger","2023-07-27 14:39:30",5,0,"As soon as we step in we are greeted and food is always cooked well.",no,,en,"Local Guide · 35 reviews",https://www.google.com/maps/contrib/104034996661325070671?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwaUtPZ0x3EAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICpiKOgLw%7CCgwIooOKpgYQuPGsiAM%7C?hl=en,
93,,"Ally B.W","2023-08-06 01:59:54",5,0,"Culver's is one of the best ""fast foods"". Yeah, there's a wait, but you get your order hot and fresh. Best and always soft burger buns. Cheese curds are a must! Best onion rings and chicken tenders too. Can't go wrong with custard either",no,,en,"Local Guide · 128 reviews",https://www.google.com/maps/contrib/102647082897793497815?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwaWRlbTdRRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICpidem7QE%7CCgsImv27pgYQoPbQLw%7C?hl=en,
94,,"Martin K","2023-08-08 20:15:13",1,0,"Very poor services.  Waited for  25 mins  just to be told the kitchen never received my order.",no,,en,"1 review",https://www.google.com/maps/contrib/100558059150191676737?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwM1pIMFd3EAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICp3ZH0Ww%7CCgwI0cTKpgYQ4NaXhAE%7C?hl=en,
95,,"Justine Hordyk","2023-08-20 19:38:09",2,0,"Milkshake was served with multiple large holes in the cup",no,,en,"Local Guide · 46 reviews",https://www.google.com/maps/contrib/110364194434474268691?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwaHBMTDhnRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDphpLL8gE%7CCgsIodeJpwYQwJz3Zw%7C?hl=en,
96,,"Tina Anderson","2023-08-23 10:46:12",1,0,"On 8/22/23 at 2:35pm I was over charged at the drive thru. I Ordered a 6 pc.Shrimp Meal  for $11.49 and received just 6 Shrimp and Fries.  I was charged $7.49 Shrimp, $2.49 Fries and a  $4. Value Basket. This totals $13.98. After 2 attempts from the young lady who tried to help me with the manager failed, I left. I was given a coleslaw, no dinner roll and no cost adjustment for the over charge. Manager told the girl the price is the same, but he needs to go back to Elementary School and relearn basic math. I was also not given back the pink receipt back with the Survey information.",no,,en,"4 reviews",https://www.google.com/maps/contrib/100779218868529611245?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwb2F5Wm9BRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDpoayZoAE%7CCgsI9MaXpwYQ4K_hRg%7C?hl=en,
97,,"Joseph Bauer","2023-08-26 16:28:27",1,0,"Just disappointed! We are traveling with trailer and only the drive through is open, doors to restaurant locked. Could be staffing but won’t go out of our way to get off the expressway here again.",no,,en,"9 American restaurant reviews",https://www.google.com/maps/contrib/114056087130319142155?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwamQ2NmV3EAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDpjd66ew%7CCgsIq9CopwYQoK6nGw%7C?hl=en,
98,,"Josh Rieuf","2023-09-01 23:54:35",4,0,"Order was wrong and missing items.  Drive through service was terrible, charged me for what I didn't order.  The only thing good about this culvers now is one of the managers who helped fix our issues.",no,,en,"7 reviews",https://www.google.com/maps/contrib/114573173102437189019?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNLMzdtaFBREAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICK37mhPQ%7CCgwIu_PJpwYQoKySuwE%7C?hl=en,
99,,"Cindy Wiborn","2023-09-02 23:05:56",5,0,"Absolutely love the Cod meal but the last two times I was there they once, forgot my cheese curds, I substituted,  and once, forgot my cole slaw.  Also love the Strawberry -Mango Smoothie..",no,,en,"11 reviews",https://www.google.com/maps/contrib/115820219539836641130?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSc19feFh3EAE!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgIDRs__xXw%7CCgsI1P_OpwYQkLz9Ag%7C?hl=en,
100,,"Cirea Strode","2023-09-14 23:43:23",5,0,"Ali demonstrated amazing customer service! Food was fresh and the team was so helpful in me navigating the menu as a first time customer. I will definitely be back!",no,,en,"24 reviews in Lansing",https://www.google.com/maps/contrib/101643098600476050148?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNaMWZtMl9RRRAB!2m1!1s0x0:0x5a05d1546623c4c5!3m1!1s2@1:CIHM0ogKEICAgICZ1fm2_QE%7CCgwIm7WOqAYQ8NHhugE%7C?hl=en,
